Ibge;UF;name;longitude;latitude;region
2703700;AL;Jaramataia;-370.035.959.132;-96.583.519.388;Serto Alagoano
2703759;AL;Jequia da Praia;-36.027.334.043;-100.095.918.936;Leste Alagoano
2703809;AL;Joaquim Gomes;-357.490.302.589;-91.359.791.463;Leste Alagoano
2703908;AL;Jundia;-355.555.972.975;-89.388.767.542;Leste Alagoano
2704005;AL;Junqueiro;-364.715.218.222;-99.316.103.897;Leste Alagoano
2704104;AL;Lagoa da Canoa;-3.673.578.926;-98.308.756.565;Agreste Alagoano
2704203;AL;Limoeiro de Anadia;-365.038.970.865;-97.386.131.678;Agreste Alagoano
2704302;AL;Maceio;-357.016.299.135;-96.608.221.516;Leste Alagoano
2704401;AL;Major Isidoro;-369.847.996.142;-95.266.440.679;Serto Alagoano
2704500;AL;Maragogi;-352.230.154.091;-90.154.564.858;Leste Alagoano
2704609;AL;Maravilha;-37.356.635.422;-92.339.970.634;Serto Alagoano
2704708;AL;Marechal Deodoro;-358.930.686.988;-97.391.557.024;Leste Alagoano
2704807;AL;Maribondo;-363.066.028.985;-9.577.249.956;Agreste Alagoano
2704906;AL;Mar Vermelho;-36.385.040.024;-94.477.726.435;Agreste Alagoano
2705002;AL;Mata Grande;-377.252.240.649;-91.148.062.576;Serto Alagoano
2705101;AL;Matriz de Camaragibe;-355.335.548.298;-91.585.258.247;Leste Alagoano
2705200;AL;Messias;-358.403.783.005;-93.918.122.251;Leste Alagoano
2705309;AL;Minador do Negrao;-368.649.157.725;-93.036.832.606;Agreste Alagoano
2705408;AL;Monteiropolis;-372.452.720.989;-96.023.275.389;Serto Alagoano
2705507;AL;Murici;-359.475.555.857;-93.163.011.443;Leste Alagoano
2705606;AL;Novo Lino;-356.609.637.181;-89.431.588.081;Leste Alagoano
2705705;AL;Olho d'Agua das Flores;-372.978.907.898;-95.336.012.753;Serto Alagoano
2705804;AL;Olho d'Agua do Casado;-378.362.428.165;-95.014.462.653;Serto Alagoano
2705903;AL;Olho d'Agua Grande;-368.067.459.677;-1.005.849.496;Agreste Alagoano
2706000;AL;Olivenca;-371.908.187.181;-95.194.564.834;Serto Alagoano
2706109;AL;Ouro Branco;-37.354.443.729;-9.163.415.364;Serto Alagoano
2706208;AL;Palestina;-373.311.364.505;-96.730.971.856;Serto Alagoano
2706307;AL;Palmeira dos Indios;-366.309.840.973;-94.061.587.984;Agreste Alagoano
2706406;AL;Pao de Acucar;-374.351.388.566;-97.470.418.503;Serto Alagoano
2706422;AL;Pariconha;-380.098.260.716;-92.578.843.852;Serto Alagoano
2706448;AL;Paripueira;-355.591.051.843;-94.663.134.783;Leste Alagoano
2706505;AL;Passo de Camaragibe;-354.912.752.632;-9.244.846.658;Leste Alagoano
2706604;AL;Paulo Jacinto;-363.727.420.946;-93.733.643.824;Agreste Alagoano
2706703;AL;Penedo;-365.804.602.141;-102.961.102.979;Leste Alagoano
2706802;AL;Piacabucu;-364.343.520.081;-104.073.624.263;Leste Alagoano
2706901;AL;Pilar;-3.594.851.752;-96.068.942.927;Leste Alagoano
2707008;AL;Pindoba;-362.865.406.443;-94.762.107.998;Leste Alagoano
2707107;AL;Piranhas;-377.503.929.131;-96.235.592.003;Serto Alagoano
2707206;AL;Poco das Trincheiras;-372.792.980.528;-93.029.136.554;Serto Alagoano
2707305;AL;Porto Calvo;-353.983.344.556;-90.524.483.141;Leste Alagoano
2707404;AL;Porto de Pedras;-352.970.152.177;-91.560.861.631;Leste Alagoano
2707503;AL;Porto Real do Colegio;-368.246.292.915;-101.737.325.642;Leste Alagoano
2707602;AL;Quebrangulo;-364.772.220.767;-93.235.470.554;Agreste Alagoano
2707701;AL;Rio Largo;-358.524.223.086;-94.861.576.083;Leste Alagoano
2707800;AL;Roteiro;-359.812.102.214;-98.321.894.902;Leste Alagoano
2707909;AL;Santa Luzia do Norte;-358.234.877.699;-95.967.677.417;Leste Alagoano
2708006;AL;Santana do Ipanema;-372.454.070.204;-93.722.843.627;Serto Alagoano
2708105;AL;Santana do Mundau;-36.225.234.117;-91.650.332.208;Leste Alagoano
2708204;AL;Sao Bras;-368.989.486.552;-101.203.099.966;Agreste Alagoano
2708303;AL;Sao Jose da Laje;-360.573.877.321;-90.110.658.819;Leste Alagoano
2708402;AL;Sao Jose da Tapera;-373.837.077.657;-95.493.957.404;Serto Alagoano
2708501;AL;Sao Luis do Quitunde;-355.654.908.366;-93.141.173.692;Leste Alagoano
2708600;AL;Sao Miguel dos Campos;-360.942.642.744;-97.799.345.761;Leste Alagoano
2708709;AL;Sao Miguel dos Milagres;-353.691.193.336;-9.267.186.295;Leste Alagoano
2708808;AL;Sao Sebastiao;-36.551.091.902;-99.316.573.889;Agreste Alagoano
2708907;AL;Satuba;-358.285.402.271;-95.694.278.678;Leste Alagoano
2708956;AL;Senador Rui Palmeira;-374.536.462.478;-9.463.391.449;Serto Alagoano
2709004;AL;Tanque d'Arca;-364.367.415.959;-95.319.624.423;Agreste Alagoano
2709103;AL;Taquarana;-36.496.767.692;-96.423.201.054;Agreste Alagoano
2709152;AL;Teotonio Vilela;-363.555.631.422;-9.907.497.883;Leste Alagoano
2709202;AL;Traipu;-370.060.056.722;-9.971.059.382;Agreste Alagoano
2709301;AL;Uniao dos Palmares;-360.331.428.428;-91.595.241.165;Leste Alagoano
2709400;AL;Vicosa;-362.483.932.029;-93.770.543.545;Leste Alagoano
2800100;SE;Amparo de Sao Francisco;-369.274.836.892;-101.339.710.339;Leste Sergipano
2800209;SE;Aquidaba;-370.221.808.561;-102.925.180.922;Agreste Sergipano
2800308;SE;Aracaju;-370.482.126.395;-109.072.157.979;Leste Sergipano
2800407;SE;Araua;-376.123.374.341;-112.645.047.799;Leste Sergipano
2800506;SE;Areia Branca;-373.133.626.004;-107.581.922.508;Agreste Sergipano
2800605;SE;Barra dos Coqueiros;-370.412.415.493;-109.067.992.471;Leste Sergipano
2800670;SE;Boquim;-37.623.573.478;-111.463.916.304;Leste Sergipano
2800704;SE;Brejo Grande;-36.471.820.244;-104.189.433.106;Leste Sergipano
2801009;SE;Campo do Brito;-374.963.563.345;-107.433.351.539;Agreste Sergipano
2801108;SE;Canhoba;-369.738.449.754;-101.387.436.557;Leste Sergipano
2801207;SE;Caninde de Sao Francisco;-377.879.637.221;-96.541.040.673;Serto Sergipano
2801306;SE;Capela;-370.548.329.946;-105.060.996.319;Leste Sergipano
2801405;SE;Carira;-377.019.192.069;-103.580.170.969;Serto Sergipano
2801504;SE;Carmopolis;-369.908.161.852;-10.646.818.584;Leste Sergipano
2801603;SE;Cedro de Sao Joao;-368.840.359.529;-102.477.649.415;Leste Sergipano
2801702;SE;Cristinapolis;-377.546.596.351;-114.735.577.971;Leste Sergipano
2801900;SE;Cumbe;-371.878.992.757;-103.570.250.323;Agreste Sergipano
2802007;SE;Divina Pastora;-371.493.449.602;-106.773.757.002;Leste Sergipano
2802106;SE;Estancia;-374.400.108.537;-112.679.486.493;Leste Sergipano
2802205;SE;Feira Nova;-373.161.177.207;-102.705.325.209;Serto Sergipano
2802304;SE;Frei Paulo;-375.418.762.487;-105.400.847.469;Serto Sergipano
2802403;SE;Gararu;-370.843.724.853;-99.673.514.679;Serto Sergipano
2802502;SE;General Maynard;-369.879.844.295;-106.865.298.124;Leste Sergipano
2802601;SE;Gracho Cardoso;-371.960.546.323;-102.261.996.604;Serto Sergipano
2802700;SE;Ilha das Flores;-365.386.352.409;-104.342.758.299;Leste Sergipano
2802809;SE;Indiaroba;-375.150.947.929;-115.185.072.682;Leste Sergipano
2802908;SE;Itabaiana;-374.268.609.403;-106.857.160.383;Agreste Sergipano
2803005;SE;Itabaianinha;-377.874.111.399;-112.767.854.369;Leste Sergipano
2803104;SE;Itabi;-370.996.499.528;-101.234.895.922;Serto Sergipano
2803203;SE;Itaporanga d'Ajuda;-373.078.269.331;-109.967.327.673;Leste Sergipano
2803302;SE;Japaratuba;-369.417.863.038;-105.894.668.148;Leste Sergipano
2803401;SE;Japoata;-368.007.564.644;-103.465.099.142;Leste Sergipano
2803500;SE;Lagarto;-376.663.534.097;-109.153.009.699;Agreste Sergipano
2803609;SE;Laranjeiras;-371.605.681.987;-10.797.029.509;Leste Sergipano
2803708;SE;Macambira;-375.434.453.913;-106.641.499.738;Agreste Sergipano
2803807;SE;Malhada dos Bois;-36.918.902.204;-103.464.515.201;Agreste Sergipano
2803906;SE;Malhador;-37.311.459.944;-106.600.442.409;Agreste Sergipano
2804003;SE;Maruim;-370.833.143.406;-107.369.324.036;Leste Sergipano
2804102;SE;Moita Bonita;-373.457.494.007;-105.790.438.595;Agreste Sergipano
2804201;SE;Monte Alegre de Sergipe;-375.614.258.473;-100.258.616.274;Serto Sergipano
2804300;SE;Muribeca;-369.570.014.376;-104.274.274.735;Agreste Sergipano
2804409;SE;Neopolis;-365.767.181.794;-103.158.782.273;Leste Sergipano
2804458;SE;Nossa Senhora Aparecida;-37.454.438.546;-103.946.514.574;Serto Sergipano
2804508;SE;Nossa Senhora da Gloria;-374.199.214.593;-102.156.868.491;Serto Sergipano
2804607;SE;Nossa Senhora das Dores;-371.937.112.099;-104.920.543.731;Agreste Sergipano
2804706;SE;Nossa Senhora de Lourdes;-370.504.728.834;-100.786.160.367;Leste Sergipano
2804805;SE;Nossa Senhora do Socorro;-3.712.849.613;-108.487.541.757;Leste Sergipano
2804904;SE;Pacatuba;-366.479.863.948;-104.498.997.629;Leste Sergipano
2805000;SE;Pedra Mole;-37.686.027.213;-106.181.191.604;Serto Sergipano
2805109;SE;Pedrinhas;-376.811.281.604;-111.935.033.961;Leste Sergipano
2805208;SE;Pinhao;-377.221.107.205;-105.666.899.532;Serto Sergipano
2805307;SE;Pirambu;-368.597.462.117;-107.410.561.555;Leste Sergipano
2805406;SE;Poco Redondo;-376.842.137.118;-98.057.902.083;Serto Sergipano
2805505;SE;Poco Verde;-381.766.582.213;-107.075.986.489;Agreste Sergipano
2805604;SE;Porto da Folha;-372.766.348.495;-99.192.588.724;Serto Sergipano
2805703;SE;Propria;-368.420.993.591;-102.082.073.153;Leste Sergipano
2805802;SE;Riachao do Dantas;-37.729.341.225;-110.664.022.904;Agreste Sergipano
2805901;SE;Riachuelo;-371.934.568.326;-107.316.512.985;Leste Sergipano
2806008;SE;Ribeiropolis;-374.329.390.299;-105.451.904.693;Serto Sergipano
2806107;SE;Rosario do Catete;-370.313.228.649;-10.694.589.979;Leste Sergipano
2806206;SE;Salgado;-374.777.553.589;-110.221.187.749;Leste Sergipano
2806305;SE;Santa Luzia do Itanhy;-374.498.421.802;-113.533.173.973;Leste Sergipano
2806404;SE;Santana do Sao Francisco;-36.599.579.348;-102.876.719.724;Leste Sergipano
2806503;SE;Santa Rosa de Lima;-371.977.318.456;-106.462.336.647;Leste Sergipano
2806602;SE;Santo Amaro das Brotas;-370.563.110.977;-107.820.113.826;Leste Sergipano
2806701;SE;Sao Cristovao;-372.094.987.839;-110.136.768.571;Leste Sergipano
2806800;SE;Sao Domingos;-375.684.292.045;-107.923.257.834;Agreste Sergipano
2806909;SE;Sao Francisco;-368.862.396.609;-103.464.864.527;Leste Sergipano
2807006;SE;Sao Miguel do Aleixo;-373.839.764.494;-103.877.721.948;Agreste Sergipano
2807105;SE;Simao Dias;-378.094.305.823;-107.380.617.977;Agreste Sergipano
2807204;SE;Siriri;-371.122.253.408;-106.050.355.731;Leste Sergipano
2807303;SE;Telha;-368.838.500.416;-102.091.732.237;Leste Sergipano
2807402;SE;Tobias Barreto;-379.990.006.951;-111.843.298.681;Agreste Sergipano
2807501;SE;Tomar do Geru;-378.453.707.753;-113.680.522.747;Leste Sergipano
2807600;SE;Umbauba;-376.611.466.731;-113.798.724.697;Leste Sergipano
2900108;BA;Abaira;-416.616.084.802;-132.535.318.933;Centro Sul Baiano
2900207;BA;Abare;-391.165.879.396;-87.234.182.457;Vale So-Franciscano da Bahia
2900306;BA;Acajutiba;-380.182.863.706;-1.166.261.283;Nordeste Baiano
2900355;BA;Adustina;-381.155.058.348;-1.052.957.157;Nordeste Baiano
2900405;BA;Agua Fria;-38.768.077.795;-118.729.309.976;Centro Norte Baiano
2900504;BA;Erico Cardoso;-421.361.637.333;-134.223.477.953;Centro Sul Baiano
2900603;BA;Aiquara;-398.857.780.091;-141.272.774.886;Centro Sul Baiano
2900702;BA;Alagoinhas;-384.226.157.693;-121.341.825.924;Nordeste Baiano
2900801;BA;Alcobaca;-391.942.143.207;-175.189.333.438;Sul Baiano
2900900;BA;Almadina;-396.359.031.752;-147.060.477.475;Sul Baiano
2901007;BA;Amargosa;-395.981.225.035;-130.344.513.622;Centro Sul Baiano
2901106;BA;Amelia Rodrigues;-387.555.569.164;-124.001.884.013;Metropolitana de Salvador
2901155;BA;America Dourada;-414.371.632.791;-114.496.458.648;Centro Norte Baiano
2901205;BA;Anage;-411.271.131.685;-146.113.255.925;Centro Sul Baiano
2901304;BA;Andarai;-41.324.641.804;-12.801.350.646;Centro Sul Baiano
2901353;BA;Andorinha;-39.832.335.701;-103.442.400.415;Centro Norte Baiano
2901403;BA;Angical;-446.958.234.827;-120.066.827.725;Extremo Oeste Baiano
2901502;BA;Anguera;-392.484.989.183;-121.495.870.701;Centro Norte Baiano
2901601;BA;Antas;-383.310.416.783;-104.127.021.693;Nordeste Baiano
2901700;BA;Antonio Cardoso;-391.186.615.355;-124.348.389.095;Centro Norte Baiano
2901809;BA;Antonio Goncalves;-402.756.586.986;-105.757.977.913;Centro Norte Baiano
2901908;BA;Apora;-380.799.953.495;-116.553.942.919;Nordeste Baiano
2901957;BA;Apuarema;-397.421.321.165;-138.532.288.488;Centro Sul Baiano
2902005;BA;Aracatu;-414.616.853.207;-14.426.630.242;Centro Sul Baiano
2902054;BA;Aracas;-381.982.880.172;-122.151.996.675;Nordeste Baiano
2902104;BA;Araci;-389.609.581.594;-113.357.278.753;Nordeste Baiano
2902203;BA;Aramari;-385.030.663.542;-120.881.829.783;Nordeste Baiano
2902252;BA;Arataca;-394.132.815.657;-152.608.729.974;Sul Baiano
2902302;BA;Aratuipe;-39.002.910.866;-13.080.596.541;Metropolitana de Salvador
2902401;BA;Aurelino Leal;-393.219.966.377;-14.316.949.448;Sul Baiano
2902500;BA;Baianopolis;-445.360.980.467;-123.041.247.008;Extremo Oeste Baiano
2902609;BA;Baixa Grande;-401.668.609.095;-11.959.357.489;Centro Norte Baiano
2902658;BA;Banzae;-386.118.696.306;-105.740.919.358;Nordeste Baiano
2902708;BA;Barra;-431.436.385.525;-110.889.548.205;Vale So-Franciscano da Bahia
2902807;BA;Barra da Estiva;-413.316.958.705;-13.620.204.563;Centro Sul Baiano
2902906;BA;Barra do Choca;-405.763.729.896;-148.642.730.428;Centro Sul Baiano
2903003;BA;Barra do Mendes;-420.591.284.157;-118.088.282.813;Centro Norte Baiano
2903102;BA;Barra do Rocha;-396.013.860.899;-142.100.292.485;Sul Baiano
2903201;BA;Barreiras;-45.004.168.437;-121.449.248.884;Extremo Oeste Baiano
2903235;BA;Barro Alto;-419.120.960.648;-11.761.063.923;Centro Norte Baiano
2903276;BA;Barrocas;-390.786.688.809;-115.291.128.521;Nordeste Baiano
2903300;BA;Barro Preto;-394.733.346.714;-148.097.543.871;Sul Baiano
2903409;BA;Belmonte;-388.803.032.386;-158.613.964.918;Sul Baiano
2903508;BA;Belo Campo;-41.260.033.479;-150.334.961.972;Centro Sul Baiano
2903607;BA;Biritinga;-388.121.589.229;-11.620.110.263;Nordeste Baiano
2903706;BA;Boa Nova;-402.005.218.938;-14.362.607.943;Centro Sul Baiano
2903805;BA;Boa Vista do Tupim;-40.605.742.824;-126.613.221.925;Centro Norte Baiano
2903904;BA;Bom Jesus da Lapa;-434.171.416.421;-132.541.143.731;Vale So-Franciscano da Bahia
2903953;BA;Bom Jesus da Serra;-405.011.763.298;-143.729.222.944;Centro Sul Baiano
2904001;BA;Boninal;-418.243.284.848;-127.151.207.923;Centro Sul Baiano
2904050;BA;Bonito;-412.684.027.882;-119.695.725.021;Centro Sul Baiano
2904100;BA;Boquira;-427.301.154.012;-1.282.082.283;Centro Sul Baiano
2904209;BA;Botupora;-42.529.277.559;-133.808.662.137;Centro Sul Baiano
2904308;BA;Brejoes;-397.934.915.927;-131.055.364.832;Centro Sul Baiano
2904407;BA;Brejolandia;-439.656.645.943;-124.866.933.421;Extremo Oeste Baiano
2904506;BA;Brotas de Macaubas;-426.246.912.893;-120.026.355.373;Centro Sul Baiano
2904605;BA;Brumado;-416.670.695.037;-142.054.382.407;Centro Sul Baiano
2904704;BA;Buerarema;-393.025.196.058;-149.564.408.366;Sul Baiano
2904753;BA;Buritirama;-436.313.808.982;-107.117.914.663;Vale So-Franciscano da Bahia
2904803;BA;Caatiba;-404.102.724.753;-149.785.506.352;Centro Sul Baiano
2904852;BA;Cabaceiras do Paraguacu;-391.867.130.922;-125.371.357.854;Metropolitana de Salvador
2904902;BA;Cachoeira;-38.969.398.069;-125.962.107.985;Metropolitana de Salvador
2905008;BA;Cacule;-422.214.140.996;-145.042.061.971;Centro Sul Baiano
2905107;BA;Caem;-404.373.119.407;-110.930.915.175;Centro Norte Baiano
2905156;BA;Caetanos;-409.092.896.392;-143.385.629.674;Centro Sul Baiano
2905206;BA;Caetite;-424.857.114.475;-140.667.543.191;Centro Sul Baiano
2905305;BA;Cafarnaum;-414.722.215.133;-116.913.562.191;Centro Norte Baiano
2905404;BA;Cairu;-390.432.543.551;-134.876.034.013;Sul Baiano
2905503;BA;Caldeirao Grande;-403.073.703.595;-110.221.557.769;Centro Norte Baiano
2905602;BA;Camacan;-394.963.673.315;-154.176.268.518;Sul Baiano
2905701;BA;Camacari;-383.257.400.621;-1.269.881.676;Metropolitana de Salvador
2905800;BA;Camamu;-391.005.697.175;-139.470.763.406;Sul Baiano
2905909;BA;Campo Alegre de Lourdes;-430.122.984.391;-9.517.154.114;Vale So-Franciscano da Bahia
2906006;BA;Campo Formoso;-403.188.209.871;-105.056.615.545;Centro Norte Baiano
2906105;BA;Canapolis;-442.050.289.854;-130.759.114.977;Extremo Oeste Baiano
2906204;BA;Canarana;-41.765.492.232;-11.687.583.314;Centro Norte Baiano
2906303;BA;Canavieiras;-389.473.758.746;-156.797.774.765;Sul Baiano
2906402;BA;Candeal;-391.237.184.955;-1.180.497.023;Nordeste Baiano
2906501;BA;Candeias;-385.435.962.675;-126.719.227.053;Metropolitana de Salvador
2906600;BA;Candiba;-428.644.023.352;-144.131.865.031;Centro Sul Baiano
2906709;BA;Candido Sales;-412.411.175.946;-155.060.663.508;Centro Sul Baiano
2906808;BA;Cansancao;-394.966.050.065;-106.667.499.149;Nordeste Baiano
2906824;BA;Canudos;-390.240.712.427;-98.906.729.609;Nordeste Baiano
2906857;BA;Capela do Alto Alegre;-398.353.553.091;-116.700.816.433;Nordeste Baiano
2906873;BA;Capim Grosso;-400.110.006.117;-113.815.744.576;Centro Norte Baiano
2906899;BA;Caraibas;-412.654.313.237;-147.220.694.937;Centro Sul Baiano
2906907;BA;Caravelas;-392.533.822.214;-177.333.705.275;Sul Baiano
2907004;BA;Cardeal da Silva;-37.945.476.583;-119.407.674.064;Nordeste Baiano
2907103;BA;Carinhanha;-437.617.772.009;-143.020.069.036;Vale So-Franciscano da Bahia
2907202;BA;Casa Nova;-409.757.969.269;-91.785.945.741;Vale So-Franciscano da Bahia
2907301;BA;Castro Alves;-394.265.194.303;-127.658.326.369;Metropolitana de Salvador
2907400;BA;Catolandia;-448.597.702.834;-123.160.059.385;Extremo Oeste Baiano
2907509;BA;Catu;-383.762.943.036;-123.551.865.589;Metropolitana de Salvador
2907558;BA;Caturama;-422.964.066.437;-133.282.013.504;Centro Sul Baiano
2907608;BA;Central;-421.123.489.751;-111.379.885.829;Centro Norte Baiano
2907707;BA;Chorrocho;-391.023.700.774;-8.975.477.804;Vale So-Franciscano da Bahia
2907806;BA;Cicero Dantas;-383.834.191.279;-105.921.715.319;Nordeste Baiano
2907905;BA;Cipo;-385.171.293.979;-111.011.435.641;Nordeste Baiano
2908002;BA;Coaraci;-395.523.042.559;-146.368.142.028;Sul Baiano
2908101;BA;Cocos;-445.456.688.581;-141.710.775.452;Extremo Oeste Baiano
2908200;BA;Conceicao da Feira;-389.997.807.982;-125.039.919.119;Centro Norte Baiano
2908309;BA;Conceicao do Almeida;-391.709.464.494;-127.780.203.224;Metropolitana de Salvador
2908408;BA;Conceicao do Coite;-392.816.841.782;-115.618.258.459;Nordeste Baiano
2908507;BA;Conceicao do Jacuipe;-387.636.737.165;-12.322.946.459;Centro Norte Baiano
2908606;BA;Conde;-376.069.779.821;-11.813.431.761;Nordeste Baiano
2908705;BA;Condeuba;-419.708.095.383;-148.904.103.648;Centro Sul Baiano
2908804;BA;Contendas do Sincora;-41.046.318.064;-137.554.968.279;Centro Sul Baiano
2908903;BA;Coracao de Maria;-387.505.165.474;-122.479.210.101;Centro Norte Baiano
2909000;BA;Cordeiros;-419.357.339.067;-150.372.341.089;Centro Sul Baiano
2909109;BA;Coribe;-444.530.364.349;-138.278.416.058;Extremo Oeste Baiano
2909208;BA;Coronel Joao Sa;-379.329.643.376;-102.793.954.002;Nordeste Baiano
2909307;BA;Correntina;-446.410.867.012;-133.417.718.212;Extremo Oeste Baiano
2909406;BA;Cotegipe;-442.524.761.377;-120.285.973.836;Extremo Oeste Baiano
2909505;BA;Cravolandia;-398.127.117.487;-13.362.623.064;Centro Sul Baiano
2909604;BA;Crisopolis;-381.517.158.173;-115.177.899.236;Nordeste Baiano
2909703;BA;Cristopolis;-444.118.418.963;-12.231.450.809;Extremo Oeste Baiano
2909802;BA;Cruz das Almas;-391.007.361.428;-126.637.862.128;Metropolitana de Salvador
2909901;BA;Curaca;-399.080.810.189;-8.989.032.118;Vale So-Franciscano da Bahia
2910008;BA;Dario Meira;-399.024.656.528;-144.350.474.388;Centro Sul Baiano
2910057;BA;Dias d'Avila;-382.979.935.899;-126.043.684.168;Metropolitana de Salvador
2910107;BA;Dom Basilio;-417.708.775.807;-137.633.265.546;Centro Sul Baiano
2910206;BA;Dom Macedo Costa;-391.880.941.696;-129.114.892.623;Metropolitana de Salvador
2910305;BA;Elisio Medrado;-395.204.855.551;-129.433.258.382;Centro Norte Baiano
2910404;BA;Encruzilhada;-409.091.207.501;-155.345.801.803;Centro Sul Baiano
2910503;BA;Entre Rios;-380.787.770.198;-119.372.613.704;Nordeste Baiano
2910602;BA;Esplanada;-379.449.814.741;-117.994.094.961;Nordeste Baiano
2910701;BA;Euclides da Cunha;-390.142.487.251;-105.058.180.637;Nordeste Baiano
2910727;BA;Eunapolis;-39.584.171.941;-163.751.672.323;Sul Baiano
2910750;BA;Fatima;-382.086.747.829;-10.600.170.214;Nordeste Baiano
2910776;BA;Feira da Mata;-442.834.639.384;-142.105.645.058;Vale So-Franciscano da Bahia
2910800;BA;Feira de Santana;-389.600.330.963;-122.292.842.525;Centro Norte Baiano
2910859;BA;Filadelfia;-401.378.268.768;-107.384.641.099;Centro Norte Baiano
2910909;BA;Firmino Alves;-399.214.417.636;-149.849.353.753;Sul Baiano
2911006;BA;Floresta Azul;-396.565.235.874;-148.627.983.966;Sul Baiano
2911105;BA;Formosa do Rio Preto;-451.909.909.097;-110.470.324.907;Extremo Oeste Baiano
2911204;BA;Gandu;-394.863.240.793;-137.437.807.885;Sul Baiano
2911253;BA;Gaviao;-3.978.611.293;-114.708.954.591;Nordeste Baiano
2911303;BA;Gentio do Ouro;-425.047.423.861;-114.275.313.127;Centro Norte Baiano
2911402;BA;Gloria;-382.592.732.301;-93.401.731.836;Vale So-Franciscano da Bahia
2911501;BA;Gongogi;-39.467.239.655;-143.237.132.993;Sul Baiano
2911600;BA;Governador Mangabeira;-390.340.236.148;-126.015.538.384;Metropolitana de Salvador
2911659;BA;Guajeru;-419.371.481.669;-145.469.622.717;Centro Sul Baiano
2911709;BA;Guanambi;-427.785.619.667;-14.225.315.027;Centro Sul Baiano
2911808;BA;Guaratinga;-397.812.844.708;-165.812.160.356;Sul Baiano
2911857;BA;Heliopolis;-382.802.330.423;-10.675.298.788;Nordeste Baiano
2911907;BA;Iacu;-40.213.365.235;-127.691.377.865;Centro Norte Baiano
2912004;BA;Ibiassuce;-422.557.743.547;-142.767.025.345;Centro Sul Baiano
2912103;BA;Ibicarai;-395.915.412.035;-148.657.631.414;Sul Baiano
2912202;BA;Ibicoara;-412.720.658.081;-134.263.272.088;Centro Sul Baiano
2912301;BA;Ibicui;-399.898.321.057;-148.430.903.651;Centro Sul Baiano
2912400;BA;Ibipeba;-420.112.484.399;-116.375.264.432;Centro Norte Baiano
2912509;BA;Ibipitanga;-424.912.287.412;-128.791.061.453;Centro Sul Baiano
2912608;BA;Ibiquera;-409.354.210.019;-126.499.286.126;Centro Norte Baiano
2912707;BA;Ibirapitanga;-393.744.665.327;-141.650.324.961;Sul Baiano
2912806;BA;Ibirapua;-401.063.094.115;-176.841.971.442;Sul Baiano
2912905;BA;Ibirataia;-396.409.188.889;-140.672.690.808;Sul Baiano
2913002;BA;Ibitiara;-422.132.943.235;-126.455.137.042;Centro Sul Baiano
2913101;BA;Ibitita;-419.751.521.501;-115.527.707.224;Centro Norte Baiano
2913200;BA;Ibotirama;-43.218.696.265;-12.184.013.569;Vale So-Franciscano da Bahia
2913309;BA;Ichu;-391.887.163.055;-117.552.498.737;Nordeste Baiano
2913408;BA;Igapora;-427.178.798.075;-137.679.764.775;Centro Sul Baiano
2913457;BA;Igrapiuna;-391.400.807.979;-138.204.024.423;Sul Baiano
2913507;BA;Iguai;-400.975.134.506;-147.579.625.256;Centro Sul Baiano
2913606;BA;Ilheus;-390.431.842.869;-147.933.202.697;Sul Baiano
2913705;BA;Inhambupe;-383.540.192.706;-117.891.274.641;Nordeste Baiano
2913804;BA;Ipecaeta;-393.060.256.384;-123.141.993.063;Centro Norte Baiano
2913903;BA;Ipiau;-397.356.541.802;-141.374.736.713;Sul Baiano
2914000;BA;Ipira;-397.407.084.849;-121.602.868.809;Centro Norte Baiano
2914109;BA;Ipupiara;-426.106.888.539;-118.288.274.009;Centro Sul Baiano
2914208;BA;Irajuba;-400.838.518.009;-132.566.101.534;Centro Sul Baiano
2914307;BA;Iramaia;-409.695.824.783;-132.936.511.934;Centro Sul Baiano
2914406;BA;Iraquara;-416.179.588.574;-122.435.010.164;Centro Norte Baiano
2914505;BA;Irara;-387.716.507.784;-120.337.039.632;Centro Norte Baiano
2914604;BA;Irece;-418.588.604.759;-113.033.796.243;Centro Norte Baiano
2914653;BA;Itabela;-395.532.377.751;-165.758.360.568;Sul Baiano
2914703;BA;Itaberaba;-403.069.949.197;-12.532.254.089;Centro Norte Baiano
2914802;BA;Itabuna;-39.273.108.952;-147.890.395.486;Sul Baiano
2914901;BA;Itacare;-389.948.415.531;-142.782.492.856;Sul Baiano
2915007;BA;Itaete;-409.634.187.749;-129.820.339.945;Centro Sul Baiano
2915106;BA;Itagi;-400.136.249.931;-141.617.937.178;Centro Sul Baiano
2915205;BA;Itagiba;-398.485.155.566;-142.865.141.678;Sul Baiano
2915304;BA;Itagimirim;-396.151.918.109;-160.881.432.759;Sul Baiano
2915353;BA;Itaguacu da Bahia;-424.011.571.243;-110.087.222.104;Vale So-Franciscano da Bahia
2915403;BA;Itaju do Colonia;-397.247.246.149;-151.401.935.524;Sul Baiano
2915502;BA;Itajuipe;-393.817.881.541;-146.780.189.898;Sul Baiano
2915601;BA;Itamaraju;-395.330.398.846;-170.423.375.997;Sul Baiano
2915700;BA;Itamari;-396.763.483.469;-137.748.367.559;Sul Baiano
2915809;BA;Itambe;-406.240.417.224;-15.248.019.194;Centro Sul Baiano
2915908;BA;Itanagra;-380.381.809.412;-122.681.631.439;Metropolitana de Salvador
